 time            v(vin)          v(vmem)        
 3.42037968e-01  1.30229475e+00  7.24192146e-02 
 3.42037969e-01  1.30229510e+00  7.24192146e-02 
 3.42037969e-01  1.30229549e+00  7.24192146e-02 
 3.42037969e-01  1.30229604e+00  7.24192147e-02 
 3.42037969e-01  1.30229697e+00  7.24192147e-02 
 3.42037969e-01  1.30229788e+00  7.24192148e-02 
 3.42037970e-01  1.30229891e+00  7.24192148e-02 
 3.42037970e-01  1.30230001e+00  7.24192149e-02 
 3.42037970e-01  1.30230115e+00  7.24192149e-02 
 3.42037971e-01  1.30230318e+00  7.24192150e-02 
 3.42037972e-01  1.30230657e+00  7.24192152e-02 
 3.42037973e-01  1.30231239e+00  7.24192154e-02 
 3.42037975e-01  1.30231853e+00  7.24192157e-02 
 3.42037977e-01  1.30232518e+00  7.24192160e-02 
 3.42037979e-01  1.30233237e+00  7.24192164e-02 
 3.42037981e-01  1.30234291e+00  7.24192169e-02 
 3.42037986e-01  1.30235921e+00  7.24192176e-02 
 3.42037994e-01  1.30239120e+00  7.24192191e-02 
 3.42038011e-01  1.30245516e+00  7.24192221e-02 
 3.42038024e-01  1.30250078e+00  7.24192243e-02 
 3.42038034e-01  1.30253900e+00  7.24192261e-02 
 3.42038045e-01  1.30257920e+00  7.24192280e-02 
 3.42038056e-01  1.30262380e+00  7.24192301e-02 
 3.42038062e-01  1.30264490e+00  7.24192311e-02 
 3.42038069e-01  1.30267059e+00  7.24192323e-02 
 3.42038077e-01  1.30269941e+00  7.24192336e-02 
 3.42038085e-01  1.30273133e+00  7.24192351e-02 
 3.42038096e-01  1.30277339e+00  7.24192371e-02 
 3.42038110e-01  1.30282359e+00  7.24192395e-02 
 3.42038128e-01  1.30289079e+00  7.24192426e-02 
 3.42038152e-01  1.30297972e+00  7.24192468e-02 
 3.42038183e-01  1.30309732e+00  7.24192523e-02 
 3.42038226e-01  1.30325691e+00  7.24192598e-02 
 3.42038284e-01  1.30347401e+00  7.24192700e-02 
 3.42038363e-01  1.30377173e+00  7.24192840e-02 
 3.42038473e-01  1.30418175e+00  7.24193032e-02 
 3.42038624e-01  1.30474767e+00  7.24193299e-02 
 3.42038833e-01  1.30552918e+00  7.24193666e-02 
 3.42039122e-01  1.30660813e+00  7.24194173e-02 
 3.42039566e-01  1.30826685e+00  7.24194953e-02 
 3.42040308e-01  1.31188194e+00  7.24196255e-02 
 3.42041658e-01  1.32062102e+00  7.24198623e-02 
 3.42044358e-01  1.33809918e+00  7.24203364e-02 
 3.42049550e-01  1.37170731e+00  7.24212468e-02 
 3.42055190e-01  1.40821269e+00  7.24222370e-02 
 3.42066469e-01  1.36829495e+00  7.24242209e-02 
 3.42081671e-01  1.22421506e+00  7.24268908e-02 
 3.42103786e-01  1.23019520e+00  7.24307725e-02 
 3.42124183e-01  1.04190642e+00  7.24343501e-02 
 3.42150623e-01  1.01389443e+00  7.24389849e-02 
 3.42186535e-01  9.72539691e-01  7.24452905e-02 
 3.42220301e-01  1.09694708e+00  7.24512175e-02 
 3.42252027e-01  9.40407248e-01  7.24567830e-02 
 3.42287136e-01  1.08074127e+00  7.24629457e-02 
 3.42333882e-01  9.28775184e-01  7.24711547e-02 
 3.42336435e-01  9.27404783e-01  7.24716031e-02 
 3.42341541e-01  9.23994574e-01  7.24724999e-02 
 3.42342817e-01  9.22754755e-01  7.24727234e-02 
 3.42345370e-01  9.20275117e-01  7.24731709e-02 
 3.42346652e-01  9.19030241e-01  7.24733957e-02 
 3.42349215e-01  9.16540490e-01  7.24738454e-02 
 3.42350070e-01  9.15709844e-01  7.24739955e-02 
 3.42350506e-01  9.15286559e-01  7.24740720e-02 
 3.42350711e-01  9.15087572e-01  7.24741080e-02 
 3.42350725e-01  9.15073346e-01  7.24741106e-02 
 3.42350755e-01  9.15044893e-01  7.24741157e-02 
 3.42350813e-01  9.14987988e-01  7.24741260e-02 
 3.42350821e-01  9.14980617e-01  7.24741273e-02 
 3.42350836e-01  9.14965875e-01  7.24741300e-02 
 3.42350843e-01  9.14958794e-01  7.24741313e-02 
 3.42350852e-01  9.14950203e-01  7.24741328e-02 
 3.42350857e-01  9.14945839e-01  7.24741336e-02 
 3.42350859e-01  9.14943212e-01  7.24741341e-02 
 3.42350861e-01  9.14941738e-01  7.24741344e-02 
 3.42350862e-01  9.14940580e-01  7.24741346e-02 
 3.42350863e-01  9.14939856e-01  7.24741347e-02 
 3.42350864e-01  9.14938970e-01  7.24741349e-02 
 3.42350865e-01  9.14938039e-01  7.24741350e-02 
 3.42350866e-01  9.14936990e-01  7.24741352e-02 
 3.42350868e-01  9.14934892e-01  7.24741356e-02 
 3.42350871e-01  9.14931590e-01  7.24741362e-02 
 3.42350875e-01  9.14927868e-01  7.24741369e-02 
 3.42350880e-01  9.14923658e-01  7.24741376e-02 
 3.42350884e-01  9.14919076e-01  7.24741385e-02 
 3.42350890e-01  9.14913301e-01  7.24741395e-02 
 3.42350893e-01  9.14910483e-01  7.24741400e-02 
 3.42350894e-01  9.14909778e-01  7.24741402e-02 
 3.42350895e-01  9.14908368e-01  7.24741404e-02 
 3.42350898e-01  9.14905977e-01  7.24741408e-02 
 3.42350900e-01  9.14904206e-01  7.24741412e-02 
 3.42350901e-01  9.14903074e-01  7.24741414e-02 
 3.42350902e-01  9.14902100e-01  7.24741415e-02 
 3.42350903e-01  9.14901245e-01  7.24741417e-02 
 3.42350904e-01  9.14900291e-01  7.24741419e-02 
 3.42350904e-01  9.14899657e-01  7.24741420e-02 
 3.42350905e-01  9.14898944e-01  7.24741421e-02 
 3.42350906e-01  9.14897801e-01  7.24741423e-02 
 3.42350908e-01  9.14896129e-01  7.24741426e-02 
 3.42350910e-01  9.14893991e-01  7.24741430e-02 
 3.42350913e-01  9.14891484e-01  7.24741435e-02 
 3.42350915e-01  9.14889217e-01  7.24741439e-02 
 3.42350918e-01  9.14886109e-01  7.24741444e-02 
 3.42350922e-01  9.14882259e-01  7.24741451e-02 
 3.42350930e-01  9.14875158e-01  7.24741464e-02 
 3.42350940e-01  9.14865155e-01  7.24741482e-02 
 3.42350953e-01  9.14852783e-01  7.24741505e-02 
 3.42350965e-01  9.14840269e-01  7.24741527e-02 
 3.42350978e-01  9.14828251e-01  7.24741549e-02 
 3.42350991e-01  9.14815152e-01  7.24741573e-02 
 3.42351004e-01  9.14803284e-01  7.24741594e-02 
 3.42351016e-01  9.14791067e-01  7.24741616e-02 
 3.42351028e-01  9.14779521e-01  7.24741637e-02 
 3.42351040e-01  9.14767554e-01  7.24741659e-02 
 3.42351052e-01  9.14755995e-01  7.24741680e-02 
 3.42351064e-01  9.14744144e-01  7.24741701e-02 
 3.42351076e-01  9.14732587e-01  7.24741722e-02 
 3.42351088e-01  9.14720818e-01  7.24741744e-02 
 3.42351100e-01  9.14709247e-01  7.24741765e-02 
 3.42351112e-01  9.14697523e-01  7.24741786e-02 
 3.42351124e-01  9.14685933e-01  7.24741807e-02 
 3.42351138e-01  9.14672718e-01  7.24741831e-02 
 3.42351153e-01  9.14657752e-01  7.24741858e-02 
 3.42351172e-01  9.14640099e-01  7.24741890e-02 
 3.42351193e-01  9.14619655e-01  7.24741927e-02 
 3.42351218e-01  9.14594739e-01  7.24741972e-02 
 3.42351250e-01  9.14564043e-01  7.24742027e-02 
 3.42351291e-01  9.14523720e-01  7.24742100e-02 
 3.42351348e-01  9.14468284e-01  7.24742200e-02 
 3.42351436e-01  9.14383400e-01  7.24742354e-02 
 3.42351590e-01  9.14233490e-01  7.24742625e-02 
 3.42351899e-01  9.13933668e-01  7.24743167e-02 
 3.42352516e-01  9.13334025e-01  7.24744250e-02 
 3.42353751e-01  9.12134739e-01  7.24746415e-02 
 3.42356152e-01  9.09802190e-01  7.24750636e-02 
 3.42360031e-01  9.06004017e-01  7.24757454e-02 
 3.42367438e-01  8.91309614e-01  7.24770453e-02 
 3.42379817e-01  8.66752312e-01  7.24792171e-02 
 3.42404575e-01  8.50962341e-01  7.24835629e-02 
 3.42454090e-01  8.78653184e-01  7.24922472e-02 
 3.42504196e-01  9.31591400e-01  7.25010355e-02 
 3.42567057e-01  9.45360673e-01  7.25120652e-02 
 3.42650127e-01  1.01079527e+00  7.25266364e-02 
 3.42750127e-01  1.02284008e+00  7.25441763e-02 
 3.42823427e-01  9.81658602e-01  7.25570324e-02 
 3.42897530e-01  9.55866272e-01  7.25700349e-02 
 3.42997530e-01  8.22653520e-01  7.25875723e-02 
 3.43056477e-01  9.03595813e-01  7.25979023e-02 
 3.43097607e-01  1.06323205e+00  7.26051140e-02 
 3.43136334e-01  9.99054251e-01  7.26119056e-02 
 3.43155749e-01  8.35945424e-01  7.26153125e-02 
 3.43174560e-01  8.35801428e-01  7.26186130e-02 
 3.43187564e-01  8.76909438e-01  7.26208930e-02 
 3.43200507e-01  9.14400860e-01  7.26231628e-02 
 3.43218339e-01  9.18935669e-01  7.26262903e-02 
 3.43234856e-01  8.72471144e-01  7.26291872e-02 
 3.43251135e-01  8.85855735e-01  7.26320429e-02 
 3.43269581e-01  9.31906098e-01  7.26352785e-02 
 3.43286376e-01  9.64995624e-01  7.26382236e-02 
 3.43319967e-01  1.13097470e+00  7.26441144e-02 
 3.43340062e-01  9.44144946e-01  7.26476408e-02 
 3.43358282e-01  9.25649472e-01  7.26508354e-02 
 3.43374304e-01  9.93062040e-01  7.26536424e-02 
 3.43390202e-01  1.01376021e+00  7.26564302e-02 
 3.43406348e-01  9.81774720e-01  7.26592601e-02 
 3.43422858e-01  9.17991413e-01  7.26621535e-02 
 3.43440314e-01  8.65508804e-01  7.26652139e-02 
 3.43451466e-01  9.45167784e-01  7.26671671e-02 
 3.43463888e-01  1.03254093e+00  7.26693437e-02 
 3.43479812e-01  1.14072823e+00  7.26721367e-02 
 3.43491523e-01  1.03257661e+00  7.26741912e-02 
 3.43504817e-01  9.86114385e-01  7.26765231e-02 
 3.43528129e-01  9.87141112e-01  7.26806115e-02 
 3.43563057e-01  9.45574194e-01  7.26867378e-02 
 3.43624945e-01  8.68971147e-01  7.26975822e-02 
 3.43671736e-01  8.92191875e-01  7.27057896e-02 
 3.43704094e-01  1.05530091e+00  7.27114644e-02 
 3.43733958e-01  1.07197132e+00  7.27166977e-02 
 3.43760482e-01  9.90014977e-01  7.27213529e-02 
 3.43785856e-01  1.00115313e+00  7.27257984e-02 
 3.43836606e-01  9.36358001e-01  7.27346828e-02 
 3.43896053e-01  8.60626557e-01  7.27451128e-02 
 3.43934935e-01  9.24235667e-01  7.27519256e-02 
 3.43976194e-01  9.96103221e-01  7.27591559e-02 
 3.44014432e-01  9.50079318e-01  7.27658596e-02 
 3.44049342e-01  9.69186474e-01  7.27719706e-02 
 3.44106982e-01  9.96581635e-01  7.27820729e-02 
 3.44144888e-01  1.07847965e+00  7.27887156e-02 
 3.44192779e-01  1.00785864e+00  7.27971090e-02 
 3.44233916e-01  9.29764811e-01  7.28043212e-02 
 3.44273464e-01  9.48798331e-01  7.28112481e-02 
 3.44322300e-01  9.60750529e-01  7.28198055e-02 
 3.44366588e-01  9.76277511e-01  7.28275579e-02 
 3.44455164e-01  9.54398902e-01  7.28430717e-02 
 3.44544177e-01  1.08694952e+00  7.28586696e-02 
 3.44631860e-01  9.83651563e-01  7.28740246e-02 
 3.44731860e-01  1.10285963e+00  7.28915405e-02 
 3.44831860e-01  1.05451040e+00  7.29090525e-02 
 3.44906573e-01  9.63878803e-01  7.29221310e-02 
 3.44978339e-01  1.02197994e+00  7.29347040e-02 
 3.45031801e-01  1.12836328e+00  7.29440653e-02 
 3.45071761e-01  1.03939478e+00  7.29510595e-02 
 3.45120817e-01  1.01097548e+00  7.29596487e-02 
 3.45170203e-01  1.04085828e+00  7.29682934e-02 
 3.45215309e-01  9.60170157e-01  7.29761909e-02 
 3.45259743e-01  9.42376712e-01  7.29839675e-02 
 3.45299899e-01  9.73133571e-01  7.29909948e-02 
 3.45340413e-01  1.03591075e+00  7.29980832e-02 
 3.45390385e-01  1.10733467e+00  7.30068288e-02 
 3.45421116e-01  9.95554225e-01  7.30122094e-02 
 3.45453779e-01  1.01796673e+00  7.30179264e-02 
 3.45488053e-01  1.01076000e+00  7.30239237e-02 
 3.45525785e-01  1.14514668e+00  7.30305311e-02 
 3.45555569e-01  1.05992118e+00  7.30357454e-02 
 3.45589297e-01  1.03027853e+00  7.30416431e-02 
 3.45618399e-01  1.15620982e+00  7.30467374e-02 
 3.45648667e-01  1.16243267e+00  7.30520362e-02 
 3.45672006e-01  1.04163213e+00  7.30561176e-02 
 3.45699842e-01  1.03541689e+00  7.30609889e-02 
 3.45731571e-01  9.89076734e-01  7.30665406e-02 
 3.45758183e-01  1.08162905e+00  7.30711953e-02 
 3.45788783e-01  1.13856302e+00  7.30765485e-02 
 3.45813905e-01  1.05404963e+00  7.30809454e-02 
 3.45842906e-01  1.07724557e+00  7.30860222e-02 
 3.45900908e-01  1.04453200e+00  7.30961672e-02 
 3.45959321e-01  1.11468971e+00  7.31063840e-02 
 3.46010274e-01  9.08693543e-01  7.31152982e-02 
 3.46056769e-01  1.07841018e+00  7.31234338e-02 
 3.46105097e-01  1.08661266e+00  7.31318907e-02 
 3.46134223e-01  1.00746344e+00  7.31369843e-02 
 3.46167927e-01  9.85831070e-01  7.31428771e-02 
 3.46194588e-01  1.00150996e+00  7.31475381e-02 
 3.46227497e-01  1.04222500e+00  7.31532936e-02 
 3.46267398e-01  1.03308635e+00  7.31602714e-02 
 3.46315184e-01  1.16341406e+00  7.31686310e-02 
 3.46349362e-01  1.01211490e+00  7.31746107e-02 
 3.46383163e-01  9.89657963e-01  7.31805177e-02 
 3.46405054e-01  9.97072463e-01  7.31843460e-02 
 3.46427125e-01  1.11355458e+00  7.31882099e-02 
 3.46448545e-01  1.14162953e+00  7.31919584e-02 
 3.46468146e-01  1.14256414e+00  7.31953851e-02 
 3.46499819e-01  1.10210252e+00  7.32009216e-02 
 3.46529404e-01  9.85754623e-01  7.32060933e-02 
 3.46550894e-01  1.08929523e+00  7.32098512e-02 
 3.46577069e-01  1.09671309e+00  7.32144264e-02 
 3.46599101e-01  9.85456488e-01  7.32182742e-02 
 3.46619145e-01  1.10498363e+00  7.32217793e-02 
 3.46641997e-01  1.07057631e+00  7.32257772e-02 
 3.46662598e-01  1.08666252e+00  7.32293794e-02 
 3.46694099e-01  9.96789911e-01  7.32348854e-02 
 3.46722859e-01  9.98637188e-01  7.32399112e-02 
 3.46746358e-01  9.80470176e-01  7.32440196e-02 
 3.46768298e-01  1.04587136e+00  7.32478558e-02 
 3.46795583e-01  1.10299411e+00  7.32526250e-02 
 3.46829527e-01  1.11447384e+00  7.32585581e-02 
 3.46861030e-01  1.13237589e+00  7.32640621e-02 
 3.46892233e-01  1.05968273e+00  7.32695149e-02 
 3.46928718e-01  1.05876219e+00  7.32758916e-02 
 3.47001689e-01  9.43867052e-01  7.32886486e-02 
 3.47039009e-01  1.06528531e+00  7.32951758e-02 
 3.47080201e-01  9.33588384e-01  7.33023725e-02 
 3.47120971e-01  1.11036843e+00  7.33094943e-02 
 3.47160666e-01  1.17980055e+00  7.33164351e-02 
 3.47184700e-01  1.02118500e+00  7.33206356e-02 
 3.47207127e-01  1.10357943e+00  7.33245531e-02 
 3.47241081e-01  1.06900218e+00  7.33304845e-02 
 3.47282323e-01  1.12190377e+00  7.33376913e-02 
 3.47356663e-01  1.11736425e+00  7.33506818e-02 
 3.47456663e-01  1.10645374e+00  7.33681602e-02 
 3.47552504e-01  1.10251106e+00  7.33848986e-02 
 3.47652504e-01  1.01234806e+00  7.34023741e-02 
 3.47734006e-01  1.10065161e+00  7.34166137e-02 
 3.47804931e-01  1.10651290e+00  7.34289932e-02 
 3.47850389e-01  1.01561481e+00  7.34369328e-02 
 3.47894372e-01  1.15310558e+00  7.34446171e-02 
 3.47934342e-01  1.07362222e+00  7.34516020e-02 
 3.48005425e-01  1.18698550e+00  7.34640108e-02 
 3.48105425e-01  1.24422078e+00  7.34814719e-02 
 3.48152147e-01  1.08181297e+00  7.34896271e-02 
 3.48202284e-01  1.05442650e+00  7.34983755e-02 
 3.48243987e-01  1.03815157e+00  7.35056572e-02 
 3.48287009e-01  1.07969929e+00  7.35131716e-02 
 3.48337034e-01  1.08259493e+00  7.35219123e-02 
 3.48410285e-01  1.12382828e+00  7.35346971e-02 
 3.48485023e-01  1.11599843e+00  7.35477392e-02 
 3.48585023e-01  1.09662427e+00  7.35652019e-02 
 3.48679224e-01  1.14303023e+00  7.35816503e-02 
 3.48779224e-01  1.07647189e+00  7.35991014e-02 
 3.48868289e-01  1.03607202e+00  7.36146413e-02 
 3.48968289e-01  1.02051886e+00  7.36320946e-02 
 3.49066452e-01  1.05033489e+00  7.36492226e-02 
 3.49166452e-01  1.07897829e+00  7.36666635e-02 
 3.49266452e-01  1.06862856e+00  7.36841000e-02 
 3.49366452e-01  1.00319873e+00  7.37015424e-02 
 3.49437468e-01  1.22304430e+00  7.37139279e-02 
 3.49506094e-01  1.18633744e+00  7.37259010e-02 
 3.49547425e-01  1.09901702e+00  7.37331091e-02 
 3.49588619e-01  1.10721829e+00  7.37402900e-02 
 3.49671006e-01  1.05851087e+00  7.37546566e-02 
 3.49738975e-01  1.11866462e+00  7.37665083e-02 
 3.49808490e-01  1.16329481e+00  7.37786334e-02 
 3.49850021e-01  9.77732173e-01  7.37858710e-02 
 3.49888781e-01  1.08468612e+00  7.37926253e-02 
 3.49942519e-01  9.57540212e-01  7.38019954e-02 
 3.50019368e-01  9.69132349e-01  7.38153958e-02 
 3.50066326e-01  1.03982406e+00  7.38235874e-02 
 3.50109768e-01  1.06209863e+00  7.38311651e-02 
 3.50157918e-01  1.12258838e+00  7.38395564e-02 
 3.50221485e-01  1.13401735e+00  7.38506286e-02 
 3.50277312e-01  1.26193792e+00  7.38603604e-02 
 3.50340776e-01  1.15655783e+00  7.38714187e-02 
 3.50398286e-01  1.06023624e+00  7.38814385e-02 
 3.50453616e-01  1.06440250e+00  7.38910836e-02 
 3.50494073e-01  1.00620490e+00  7.38981358e-02 
 3.50534002e-01  1.13603370e+00  7.39050981e-02 
 3.50570847e-01  1.11495284e+00  7.39115220e-02 
 3.50600660e-01  1.12024068e+00  7.39167144e-02 
 3.50634363e-01  1.03677313e+00  7.39225834e-02 
 3.50670120e-01  1.08525763e+00  7.39288077e-02 
 3.50705932e-01  1.06766814e+00  7.39350489e-02 
 3.50758033e-01  1.15658323e+00  7.39441300e-02 
 3.50828100e-01  1.10888751e+00  7.39563243e-02 
 3.50869682e-01  1.03702394e+00  7.39635703e-02 
 3.50903918e-01  9.28986912e-01  7.39695355e-02 
 3.50921256e-01  1.30410325e+00  7.39725562e-02 
 3.50938511e-01  1.07092279e+00  7.39755660e-02 
 3.50954630e-01  1.07482426e+00  7.39783754e-02 
 3.50974070e-01  1.15243902e+00  7.39817596e-02 
 3.50994307e-01  1.03305703e+00  7.39852845e-02 
 3.51013774e-01  8.98534863e-01  7.39886765e-02 
 3.51031289e-01  9.32126982e-01  7.39917273e-02 
 3.51049123e-01  9.48339772e-01  7.39948327e-02 
 3.51084793e-01  1.03167381e+00  7.40010418e-02 
 3.51117561e-01  1.10647556e+00  7.40067477e-02 
 3.51142638e-01  1.00447295e+00  7.40111177e-02 
 3.51167299e-01  9.57498411e-01  7.40154118e-02 
 3.51185657e-01  1.01165449e+00  7.40186054e-02 
 3.51201402e-01  1.19466192e+00  7.40213473e-02 
 3.51213557e-01  1.11196281e+00  7.40234641e-02 
 3.51225667e-01  1.05374503e+00  7.40255737e-02 
 3.51244435e-01  9.86079168e-01  7.40288413e-02 
 3.51265245e-01  9.02258989e-01  7.40324642e-02 
 3.51282485e-01  9.72650114e-01  7.40354685e-02 
 3.51299013e-01  9.55112926e-01  7.40383476e-02 
 3.51331917e-01  9.37866251e-01  7.40440791e-02 
 3.51354990e-01  1.04545191e+00  7.40480964e-02 
 3.51377178e-01  1.16794785e+00  7.40519599e-02 
 3.51394773e-01  1.07719780e+00  7.40550191e-02 
 3.51412485e-01  1.05653707e+00  7.40581036e-02 
 3.51447910e-01  1.10913056e+00  7.40642779e-02 
 3.51486438e-01  1.05838525e+00  7.40709818e-02 
 3.51547248e-01  1.04904949e+00  7.40815646e-02 
 3.51647248e-01  9.44769991e-01  7.40989738e-02 
 3.51704510e-01  1.09862446e+00  7.41089461e-02 
 3.51763445e-01  1.08614678e+00  7.41192001e-02 
 3.51805974e-01  1.02241309e+00  7.41266005e-02 
 3.51848753e-01  1.03883040e+00  7.41340506e-02 
 3.51934311e-01  1.00147287e+00  7.41489458e-02 
 3.52034311e-01  9.49914883e-01  7.41663507e-02 
 3.52134311e-01  9.55429791e-01  7.41837563e-02 
 3.52234311e-01  1.03343635e+00  7.42011609e-02 
 3.52334311e-01  1.09465069e+00  7.42185623e-02 
 3.52434311e-01  1.03061910e+00  7.42359596e-02 
 3.52526256e-01  9.05225858e-01  7.42519514e-02 
 3.52593756e-01  1.14696370e+00  7.42636911e-02 
 3.52656345e-01  9.45099910e-01  7.42745781e-02 
 3.52750537e-01  9.88434744e-01  7.42909598e-02 
 3.52817174e-01  9.48853089e-01  7.43025517e-02 
 3.52905339e-01  1.08201921e+00  7.43178885e-02 
 3.53005339e-01  1.11562711e+00  7.43352804e-02 
 3.53061534e-01  9.47670267e-01  7.43450526e-02 
 3.53116459e-01  1.08839907e+00  7.43546046e-02 
 3.53179239e-01  9.53215877e-01  7.43655184e-02 
 3.53243171e-01  9.92511040e-01  7.43766262e-02 
 3.53302696e-01  8.59271179e-01  7.43869755e-02 
 3.53358602e-01  9.15578744e-01  7.43966930e-02 
 3.53397519e-01  1.11309900e+00  7.44034566e-02 
 3.53434367e-01  1.02040865e+00  7.44098644e-02 
 3.53472302e-01  1.04667688e+00  7.44164558e-02 
 3.53514050e-01  8.84284999e-01  7.44237102e-02 
 3.53554981e-01  8.89275193e-01  7.44308247e-02 
 3.53575776e-01  1.05480060e+00  7.44344398e-02 
 3.53596454e-01  9.30022751e-01  7.44380310e-02 
 3.53620849e-01  1.11952341e+00  7.44422654e-02 
 3.53649784e-01  1.04529380e+00  7.44472964e-02 
 3.53673901e-01  9.43757296e-01  7.44514869e-02 
 3.53696697e-01  9.78771057e-01  7.44554430e-02 
 3.53731267e-01  9.09726391e-01  7.44614484e-02 
 3.53770388e-01  9.96465685e-01  7.44682519e-02 
 3.53808887e-01  9.21368775e-01  7.44749398e-02 
 3.53875455e-01  1.15224763e+00  7.44864991e-02 
 3.53939589e-01  1.30360586e+00  7.44976394e-02 
 3.53969699e-01  1.34082509e+00  7.45028689e-02 
 3.53988053e-01  1.34407300e+00  7.45060578e-02 
 3.53992641e-01  1.34022911e+00  7.45068545e-02 
 3.53993788e-01  1.33926814e+00  7.45070538e-02 
 3.53996082e-01  1.33734619e+00  7.45074523e-02 
 3.53998742e-01  1.33511812e+00  7.45079142e-02 
 3.54000051e-01  1.33407990e+00  7.45081417e-02 
 3.54000331e-01  1.33416688e+00  7.45081903e-02 
 3.54000891e-01  1.33434086e+00  7.45082876e-02 
 3.54001172e-01  1.33442819e+00  7.45083363e-02 
 3.54001193e-01  1.33443474e+00  7.45083400e-02 
 3.54001235e-01  1.33444783e+00  7.45083473e-02 
 3.54001246e-01  1.33445110e+00  7.45083491e-02 
 3.54001267e-01  1.33445764e+00  7.45083528e-02 
 3.54001272e-01  1.33445928e+00  7.45083537e-02 
 3.54001283e-01  1.33446255e+00  7.45083555e-02 
 3.54001304e-01  1.33446910e+00  7.45083592e-02 
 3.54001306e-01  1.33446998e+00  7.45083597e-02 
 3.54001312e-01  1.33447173e+00  7.45083607e-02 
 3.54001314e-01  1.33447217e+00  7.45083609e-02 
 3.54001316e-01  1.33447305e+00  7.45083614e-02 
 3.54001321e-01  1.33447459e+00  7.45083623e-02 
 3.54001323e-01  1.33447519e+00  7.45083626e-02 
 3.54001325e-01  1.33447576e+00  7.45083629e-02 
 3.54001326e-01  1.33447617e+00  7.45083632e-02 
 3.54001328e-01  1.33447660e+00  7.45083634e-02 
 3.54001329e-01  1.33447705e+00  7.45083637e-02 
 3.54001330e-01  1.33447734e+00  7.45083638e-02 
 3.54001331e-01  1.33447757e+00  7.45083640e-02 
 3.54001332e-01  1.33447787e+00  7.45083641e-02 
 3.54001332e-01  1.33447803e+00  7.45083642e-02 
 3.54001333e-01  1.33447817e+00  7.45083643e-02 
 3.54001333e-01  1.33447825e+00  7.45083643e-02 
 3.54001333e-01  1.33447831e+00  7.45083644e-02 
 3.54001333e-01  1.33447835e+00  7.45083644e-02 
 3.54001334e-01  1.33447839e+00  7.45083644e-02 
 3.54001334e-01  1.33447841e+00  7.45083644e-02 
 3.54001334e-01  1.33447844e+00  7.45083644e-02 
 3.54001334e-01  1.33447847e+00  7.45083645e-02 
 3.54001334e-01  1.33447848e+00  7.45083645e-02 
 3.54001334e-01  1.33447850e+00  7.45083645e-02 
 3.54001334e-01  1.33447853e+00  7.45083645e-02 
 3.54001334e-01  1.33447855e+00  7.45083645e-02 
 3.54001334e-01  1.33447857e+00  7.45083645e-02 
 3.54001334e-01  1.33447860e+00  7.45083645e-02 
 3.54001334e-01  1.33447863e+00  7.45083645e-02 
 3.54001334e-01  1.33447866e+00  7.45083646e-02 
 3.54001335e-01  1.33447871e+00  7.45083646e-02 
 3.54001335e-01  1.33447876e+00  7.45083646e-02 
 3.54001335e-01  1.33447883e+00  7.45083647e-02 
 3.54001335e-01  1.33447890e+00  7.45083647e-02 
 3.54001335e-01  1.33447898e+00  7.45083647e-02 
 3.54001336e-01  1.33447907e+00  7.45083648e-02 
 3.54001336e-01  1.33447921e+00  7.45083649e-02 
 3.54001337e-01  1.33447949e+00  7.45083650e-02 
 3.54001338e-01  1.33447987e+00  7.45083652e-02 
 3.54001340e-01  1.33448035e+00  7.45083655e-02 
 3.54001342e-01  1.33448091e+00  7.45083658e-02 
 3.54001343e-01  1.33448146e+00  7.45083661e-02 
 3.54001346e-01  1.33448222e+00  7.45083666e-02 
 3.54001349e-01  1.33448330e+00  7.45083672e-02 
 3.54001356e-01  1.33448533e+00  7.45083683e-02 
 3.54001369e-01  1.33448937e+00  7.45083706e-02 
 3.54001381e-01  1.33449301e+00  7.45083726e-02 
 3.54001395e-01  1.33449754e+00  7.45083751e-02 
 3.54001405e-01  1.33450055e+00  7.45083768e-02 
 3.54001413e-01  1.33450296e+00  7.45083782e-02 
 3.54001420e-01  1.33450525e+00  7.45083794e-02 
 3.54001425e-01  1.33450678e+00  7.45083803e-02 
 3.54001431e-01  1.33450854e+00  7.45083813e-02 
 3.54001436e-01  1.33451031e+00  7.45083823e-02 
 3.54001442e-01  1.33451224e+00  7.45083833e-02 
 3.54001454e-01  1.33451590e+00  7.45083854e-02 
 3.54001470e-01  1.33452083e+00  7.45083882e-02 
 3.54001502e-01  1.33453070e+00  7.45083937e-02 
 3.54001563e-01  1.33454981e+00  7.45084043e-02 
 3.54001672e-01  1.33458354e+00  7.45084232e-02 
 3.54001847e-01  1.33463782e+00  7.45084535e-02 
 3.54002066e-01  1.33470603e+00  7.45084917e-02 
 3.54002445e-01  1.33482375e+00  7.45085574e-02 
 3.54003203e-01  1.33505919e+00  7.45086891e-02 
 3.54004585e-01  1.33548886e+00  7.45089297e-02 
 3.54007243e-01  1.33631474e+00  7.45093922e-02 
 3.54012200e-01  1.33785504e+00  7.45102535e-02 
 3.54022113e-01  1.33669962e+00  7.45119764e-02 
 3.54041940e-01  1.30300972e+00  7.45154209e-02 
 3.54081593e-01  1.22259364e+00  7.45223076e-02 
 3.54113880e-01  9.97123581e-01  7.45279099e-02 
 3.54144911e-01  1.05906692e+00  7.45333023e-02 
 3.54186499e-01  1.02335823e+00  7.45405306e-02 
 3.54218665e-01  9.88694960e-01  7.45461128e-02 
