 time            v(vin)          v(vdata)       
 4.40243405e-01  9.90508477e-01  2.14257527e+00 
 4.40343405e-01  1.06145291e+00  2.17211479e+00 
 4.40415170e-01  8.44553842e-01  2.15965136e+00 
 4.40483186e-01  8.64626869e-01  2.11205413e+00 
 4.40529952e-01  8.85325068e-01  2.07529391e+00 
 4.40575681e-01  7.69229103e-01  2.04787849e+00 
 4.40624144e-01  8.74097053e-01  2.02715038e+00 
 4.40671132e-01  8.17149255e-01  2.02350393e+00 
 4.40765107e-01  8.76392939e-01  2.04121628e+00 
 4.40854351e-01  9.66104401e-01  2.08594225e+00 
 4.40936467e-01  9.62178758e-01  2.13331501e+00 
 4.41026819e-01  9.62358229e-01  2.14507748e+00 
 4.41126819e-01  9.72874039e-01  2.13030342e+00 
 4.41226819e-01  8.92339418e-01  2.10249254e+00 
 4.41314143e-01  9.71645311e-01  2.08175705e+00 
 4.41404759e-01  8.99285566e-01  2.08008386e+00 
 4.41504759e-01  9.14133988e-01  2.06931612e+00 
 4.41585493e-01  9.33693513e-01  2.06517223e+00 
 4.41677034e-01  9.85487035e-01  2.08682319e+00 
 4.41777034e-01  9.93056717e-01  2.11164019e+00 
 4.41877034e-01  9.70800928e-01  2.10919011e+00 
 4.41977034e-01  9.33385568e-01  2.08106859e+00 
 4.42077034e-01  9.46370705e-01  2.05897609e+00 
 4.42177034e-01  9.43434725e-01  2.05892120e+00 
 4.42277034e-01  8.70590814e-01  2.05029344e+00 
 4.42377034e-01  8.09877457e-01  2.01583930e+00 
 4.42428205e-01  9.84077346e-01  2.01502445e+00 
 4.42476920e-01  9.58012897e-01  2.04748871e+00 
 4.42515760e-01  9.41137147e-01  2.07672805e+00 
 4.42551741e-01  8.26920820e-01  2.08590705e+00 
 4.42585589e-01  8.88404914e-01  2.07889232e+00 
 4.42609716e-01  9.53893820e-01  2.07391427e+00 
 4.42633745e-01  8.85227064e-01  2.07415101e+00 
 4.42656240e-01  1.01862639e+00  2.07801201e+00 
 4.42682842e-01  9.84498572e-01  2.08949876e+00 
 4.42725054e-01  1.07579693e+00  2.11823280e+00 
 4.42785663e-01  1.11276705e+00  2.16703909e+00 
 4.42844139e-01  9.81057381e-01  2.19123384e+00 
 4.42902262e-01  9.39216605e-01  2.16874842e+00 
 4.42951167e-01  9.70078626e-01  2.13142552e+00 
 4.43009456e-01  9.90204468e-01  2.10186770e+00 
 4.43081115e-01  9.65160670e-01  2.08848716e+00 
 4.43152859e-01  1.08368175e+00  2.09701938e+00 
 4.43230329e-01  9.67761755e-01  2.11381905e+00 
 4.43304789e-01  9.26094419e-01  2.09250309e+00 
 4.43359149e-01  1.02485404e+00  2.07001047e+00 
 4.43408415e-01  8.91763931e-01  2.06435762e+00 
 4.43466329e-01  1.00967106e+00  2.05994041e+00 
 4.43547764e-01  9.99194994e-01  2.07322515e+00 
 4.43621951e-01  1.08031911e+00  2.10064990e+00 
 4.43720600e-01  9.98976147e-01  2.11445080e+00 
 4.43797994e-01  9.97457115e-01  2.09437852e+00 
 4.43897994e-01  9.98859552e-01  2.06537159e+00 
 4.43993813e-01  1.08089791e+00  2.07759779e+00 
 4.44082963e-01  1.01998979e+00  2.09651561e+00 
 4.44182963e-01  1.07360319e+00  2.09240180e+00 
 4.44282963e-01  9.31880999e-01  2.06656250e+00 
 4.44382963e-01  9.29246155e-01  2.02100664e+00 
 4.44431975e-01  1.01787622e+00  2.01337902e+00 
 4.44487095e-01  9.22897940e-01  2.02792634e+00 
 4.44552628e-01  9.40422688e-01  2.03399193e+00 
 4.44598199e-01  8.19386825e-01  2.02378015e+00 
 4.44638820e-01  9.29023694e-01  2.01267679e+00 
 4.44668243e-01  1.15756726e+00  2.01902086e+00 
 4.44695253e-01  1.17473187e+00  2.04500984e+00 
 4.44722956e-01  1.08848192e+00  2.08139111e+00 
 4.44750927e-01  9.60547140e-01  2.11115899e+00 
 4.44784140e-01  1.01181186e+00  2.12495805e+00 
 4.44818593e-01  9.37044564e-01  2.12035390e+00 
 4.44874549e-01  1.00466728e+00  2.10187991e+00 
 4.44929119e-01  1.07336389e+00  2.10119503e+00 
 4.44987262e-01  1.12330404e+00  2.12942660e+00 
 4.45024103e-01  9.40924612e-01  2.14310641e+00 
 4.45061222e-01  1.03166675e+00  2.13747724e+00 
 4.45108350e-01  9.32920099e-01  2.11424871e+00 
 4.45182322e-01  9.65949884e-01  2.07249015e+00 
 4.45242225e-01  1.01570833e+00  2.06016007e+00 
 4.45298000e-01  1.07118583e+00  2.07985665e+00 
 4.45351884e-01  1.07363326e+00  2.10819668e+00 
 4.45418858e-01  1.00817072e+00  2.11915319e+00 
 4.45481503e-01  9.40060210e-01  2.09428952e+00 
 4.45532999e-01  1.06938262e+00  2.07371307e+00 
 4.45579570e-01  9.67153934e-01  2.07230724e+00 
 4.45648660e-01  1.12276636e+00  2.08542319e+00 
 4.45748660e-01  1.04101609e+00  2.11480874e+00 
 4.45848660e-01  1.08822154e+00  2.11537488e+00 
 4.45948660e-01  1.04882961e+00  2.09423368e+00 
 4.46048660e-01  9.84387858e-01  2.06433521e+00 
 4.46133650e-01  1.06161739e+00  2.04766114e+00 
 4.46217212e-01  9.69695138e-01  2.05337889e+00 
 4.46317212e-01  1.04288159e+00  2.05584198e+00 
 4.46401798e-01  1.11319356e+00  2.08306647e+00 
 4.46485695e-01  1.11789503e+00  2.12363112e+00 
 4.46542764e-01  1.07331932e+00  2.12762986e+00 
 4.46627076e-01  1.06800153e+00  2.10278116e+00 
 4.46727076e-01  9.48001382e-01  2.05479088e+00 
 4.46799240e-01  1.06868550e+00  2.03443001e+00 
 4.46872913e-01  9.70746809e-01  2.04248855e+00 
 4.46972913e-01  1.11438685e+00  2.06883801e+00 
 4.47072913e-01  1.03250991e+00  2.09758770e+00 
 4.47172913e-01  1.03413251e+00  2.09150119e+00 
 4.47269194e-01  1.05626522e+00  2.07463350e+00 
 4.47369194e-01  1.07194990e+00  2.08479855e+00 
 4.47469194e-01  1.09596919e+00  2.09754880e+00 
 4.47569194e-01  1.03507158e+00  2.09076584e+00 
 4.47669194e-01  1.00419189e+00  2.05898377e+00 
 4.47769194e-01  1.00877891e+00  2.03840743e+00 
 4.47869194e-01  1.16610156e+00  2.07860929e+00 
 4.47944986e-01  1.05190525e+00  2.12048744e+00 
 4.48040824e-01  1.04612974e+00  2.10796708e+00 
 4.48128581e-01  1.06950689e+00  2.07919581e+00 
 4.48213539e-01  1.18694322e+00  2.10107852e+00 
 4.48313539e-01  1.09908019e+00  2.13475160e+00 
 4.48375350e-01  9.89343802e-01  2.11392737e+00 
 4.48439711e-01  8.95971675e-01  2.05509462e+00 
 4.48473340e-01  1.17266254e+00  2.02841374e+00 
 4.48505891e-01  1.05798977e+00  2.02585139e+00 
 4.48536075e-01  1.06366610e+00  2.03739426e+00 
 4.48565822e-01  1.07209636e+00  2.04900766e+00 
 4.48604790e-01  1.02775555e+00  2.05898572e+00 
 4.48659998e-01  1.06192614e+00  2.06254810e+00 
 4.48726465e-01  1.07941367e+00  2.06982281e+00 
 4.48804588e-01  1.05152107e+00  2.07914283e+00 
 4.48884237e-01  1.06880185e+00  2.07702435e+00 
 4.48984237e-01  1.08857121e+00  2.08063888e+00 
 4.49084237e-01  1.05107101e+00  2.08251135e+00 
 4.49184237e-01  1.09578549e+00  2.07814047e+00 
 4.49284237e-01  1.07110449e+00  2.08247623e+00 
 4.49384237e-01  1.03896858e+00  2.07294757e+00 
 4.49484237e-01  1.16326912e+00  2.08081958e+00 
 4.49581411e-01  1.03224144e+00  2.10172282e+00 
 4.49681411e-01  1.13635253e+00  2.09351679e+00 
 4.49781411e-01  1.15674225e+00  2.10463260e+00 
 4.49881411e-01  1.29647176e+00  2.15143739e+00 
 4.49893911e-01  1.27171426e+00  2.15776845e+00 
 4.49918911e-01  1.34586173e+00  2.17166036e+00 
 4.49963427e-01  1.37320231e+00  2.20189822e+00 
 4.50006081e-01  1.63562087e+00  2.23846642e+00 
 4.50018185e-01  1.55464434e+00  2.19962681e+00 
 4.50022849e-01  1.53784519e+00  2.20852830e+00 
 4.50025164e-01  1.53406083e+00  2.21299418e+00 
 4.50027358e-01  1.53047473e+00  2.21714592e+00 
 4.50029781e-01  1.52651374e+00  2.22178620e+00 
 4.50032647e-01  1.52182776e+00  2.22716635e+00 
 4.50035676e-01  1.51687778e+00  2.23286595e+00 
 4.50039286e-01  1.51097571e+00  2.23949839e+00 
 4.50043356e-01  1.51226419e+00  2.24689741e+00 
 4.50048093e-01  1.51572990e+00  2.25522168e+00 
 4.50053658e-01  1.51980102e+00  2.26473129e+00 
 4.50060150e-01  1.52430768e+00  2.27526500e+00 
 4.50067867e-01  1.51746827e+00  2.28704878e+00 
 4.50076999e-01  1.50937512e+00  2.29956336e+00 
 4.50087890e-01  1.43143587e+00  2.31181481e+00 
 4.50101262e-01  1.30788495e+00  2.32094747e+00 
 4.50118903e-01  1.19593994e+00  2.32229134e+00 
 4.50143289e-01  1.19664682e+00  2.30908890e+00 
 4.50179671e-01  1.14542824e+00  2.27205607e+00 
 4.50221579e-01  1.16052515e+00  2.21819039e+00 
 4.50289576e-01  1.11803599e+00  2.12975404e+00 
 4.50298200e-01  1.06982419e+00  2.11949494e+00 
 4.50305836e-01  1.07619538e+00  2.11104710e+00 
 4.50310000e-01  1.08792358e+00  2.10703440e+00 
 4.50312457e-01  1.09484312e+00  2.10536221e+00 
 4.50313818e-01  1.09867643e+00  2.10552514e+00 
 4.50314298e-01  1.10002677e+00  2.10786661e+00 
 4.50314555e-01  1.10075111e+00  2.11051121e+00 
 4.50314570e-01  1.10079465e+00  2.11070250e+00 
 4.50314601e-01  1.10088173e+00  2.11111101e+00 
 4.50314617e-01  1.10092554e+00  2.11134690e+00 
 4.50314626e-01  1.10095182e+00  2.11150707e+00 
 4.50314633e-01  1.10097215e+00  2.11164519e+00 
 4.50314637e-01  1.10098378e+00  2.11173202e+00 
 4.50314641e-01  1.10099385e+00  2.11181370e+00 
 4.50314643e-01  1.10099968e+00  2.11186477e+00 
 4.50314645e-01  1.10100409e+00  2.11190614e+00 
 4.50314646e-01  1.10100740e+00  2.11193976e+00 
 4.50314647e-01  1.10101028e+00  2.11197253e+00 
 4.50314648e-01  1.10101370e+00  2.11201093e+00 
 4.50314649e-01  1.10101595e+00  2.11203494e+00 
 4.50314650e-01  1.10101831e+00  2.11206039e+00 
 4.50314650e-01  1.10102074e+00  2.11208739e+00 
 4.50314651e-01  1.10102374e+00  2.11212114e+00 
 4.50314653e-01  1.10102712e+00  2.11216101e+00 
 4.50314655e-01  1.10103389e+00  2.11224728e+00 
 4.50314659e-01  1.10104470e+00  2.11241423e+00 
 4.50314663e-01  1.10105527e+00  2.11263088e+00 
 4.50314667e-01  1.10106821e+00  2.11299956e+00 
 4.50314672e-01  1.10108175e+00  2.11357039e+00 
 4.50314677e-01  1.10109530e+00  2.11454030e+00 
 4.50314679e-01  1.10110256e+00  2.11537088e+00 
 4.50314681e-01  1.10110720e+00  2.11612577e+00 
 4.50314683e-01  1.10111304e+00  2.11758067e+00 
 4.50314684e-01  1.10111639e+00  2.11885223e+00 
 4.50314686e-01  1.10111960e+00  2.12067145e+00 
 4.50314687e-01  1.10112235e+00  2.12302637e+00 
 4.50314687e-01  1.10112483e+00  2.12657351e+00 
 4.50314688e-01  1.10112752e+00  2.13332712e+00 
 4.50314689e-01  1.10112939e+00  2.13862622e+00 
 4.50314690e-01  1.10113143e+00  2.14406021e+00 
 4.50314691e-01  1.10113451e+00  2.15105240e+00 
 4.50314692e-01  1.10113915e+00  2.15843326e+00 
 4.50314695e-01  1.10114575e+00  2.16400468e+00 
 4.50314697e-01  1.10115290e+00  2.16630379e+00 
 4.50314700e-01  1.10115957e+00  2.16703787e+00 
 4.50314703e-01  1.10116818e+00  2.16732357e+00 
 4.50314707e-01  1.10117940e+00  2.16740518e+00 
 4.50314714e-01  1.10119896e+00  2.16739455e+00 
 4.50314724e-01  1.10122764e+00  2.16738298e+00 
 4.50314741e-01  1.10127575e+00  2.16734769e+00 
 4.50314756e-01  1.10131726e+00  2.16733258e+00 
 4.50314768e-01  1.10135223e+00  2.16730623e+00 
 4.50314781e-01  1.10138720e+00  2.16729608e+00 
 4.50314794e-01  1.10142517e+00  2.16726896e+00 
 4.50314807e-01  1.10146073e+00  2.16725916e+00 
 4.50314819e-01  1.10149592e+00  2.16723409e+00 
 4.50314831e-01  1.10152981e+00  2.16722536e+00 
 4.50314843e-01  1.10156434e+00  2.16720105e+00 
 4.50314855e-01  1.10159810e+00  2.16719249e+00 
 4.50314868e-01  1.10163236e+00  2.16716863e+00 
 4.50314880e-01  1.10166602e+00  2.16716013e+00 
 4.50314892e-01  1.10170005e+00  2.16713661e+00 
 4.50314904e-01  1.10173370e+00  2.16712807e+00 
 4.50314916e-01  1.10176763e+00  2.16710480e+00 
 4.50314928e-01  1.10180131e+00  2.16709615e+00 
 4.50314940e-01  1.10183632e+00  2.16707252e+00 
 4.50314955e-01  1.10187797e+00  2.16706005e+00 
 4.50314971e-01  1.10192469e+00  2.16703101e+00 
 4.50314991e-01  1.10198085e+00  2.16701162e+00 
 4.50315014e-01  1.10204563e+00  2.16697413e+00 
 4.50315043e-01  1.10212731e+00  2.16694259e+00 
 4.50315079e-01  1.10222840e+00  2.16688789e+00 
 4.50315129e-01  1.10236816e+00  2.16682857e+00 
 4.50315199e-01  1.10256462e+00  2.16672810e+00 
 4.50315317e-01  1.10289796e+00  2.16657519e+00 
 4.50315545e-01  1.10354015e+00  2.16625715e+00 
 4.50316001e-01  1.10482454e+00  2.16563280e+00 
 4.50316913e-01  1.10739331e+00  2.16434277e+00 
 4.50318737e-01  1.11253085e+00  2.16174755e+00 
 4.50322386e-01  1.12378777e+00  2.15649382e+00 
 4.50329682e-01  1.14734090e+00  2.14603608e+00 
 4.50343448e-01  1.17980176e+00  2.12696220e+00 
 4.50370979e-01  1.17905718e+00  2.09487696e+00 
 4.50399889e-01  1.09492850e+00  2.06978560e+00 
 4.50430759e-01  9.66622137e-01  2.04410376e+00 
 4.50460194e-01  1.07326488e+00  2.01791063e+00 
 4.50488389e-01  1.02539618e+00  1.99718526e+00 
 4.50536851e-01  1.06023618e+00  1.97730937e+00 
 4.50600926e-01  1.02944793e+00  1.97609013e+00 
 4.50645766e-01  1.11215147e+00  1.99009436e+00 
 4.50708861e-01  1.13071988e+00  2.02878589e+00 
 4.50741873e-01  1.00034527e+00  2.04539865e+00 
 4.50772875e-01  1.07015871e+00  2.04693507e+00 
 4.50808566e-01  1.06373124e+00  2.04393862e+00 
 4.50843071e-01  1.01305521e+00  2.04106219e+00 
 4.50870688e-01  1.14872558e+00  2.04099998e+00 
 4.50895704e-01  1.14105149e+00  2.05010537e+00 
 4.50912395e-01  1.09303209e+00  2.05961303e+00 
 4.50929519e-01  1.13101201e+00  2.06816126e+00 
 4.50954015e-01  1.11914741e+00  2.07849454e+00 
 4.50972763e-01  1.01432050e+00  2.08316890e+00 
 4.50989850e-01  1.00856201e+00  2.08191459e+00 
 4.51003297e-01  1.05630947e+00  2.07795692e+00 
 4.51015849e-01  1.11206105e+00  2.07448305e+00 
 4.51033302e-01  1.18523175e+00  2.07431237e+00 
 4.51051684e-01  1.19632567e+00  2.08142970e+00 
 4.51070004e-01  1.14931272e+00  2.09261273e+00 
 4.51091393e-01  1.12289543e+00  2.10359398e+00 
 4.51112097e-01  1.02646341e+00  2.10749103e+00 
 4.51133198e-01  1.00565594e+00  2.10283225e+00 
 4.51149149e-01  1.04795866e+00  2.09514056e+00 
 4.51164927e-01  1.05039998e+00  2.08690684e+00 
 4.51180425e-01  9.89572621e-01  2.07886627e+00 
 4.51195611e-01  9.22601139e-01  2.06964273e+00 
 4.51207506e-01  9.74176154e-01  2.06120500e+00 
 4.51218325e-01  1.07641849e+00  2.05398773e+00 
 4.51229080e-01  1.07665704e+00  2.04916884e+00 
 4.51240410e-01  1.05808845e+00  2.04692957e+00 
 4.51252239e-01  1.06320811e+00  2.04668155e+00 
 4.51267155e-01  1.01004040e+00  2.04745477e+00 
 4.51283961e-01  9.39959993e-01  2.04653727e+00 
 4.51294727e-01  1.02528326e+00  2.04446651e+00 
 4.51305546e-01  1.07587756e+00  2.04308946e+00 
 4.51320892e-01  1.09554346e+00  2.04489810e+00 
 4.51335190e-01  1.04309916e+00  2.04949041e+00 
 4.51348343e-01  1.06843303e+00  2.05412174e+00 
 4.51370146e-01  1.06470078e+00  2.06162571e+00 
 4.51408388e-01  1.12708927e+00  2.07738490e+00 
 4.51435803e-01  1.01857481e+00  2.08774825e+00 
 4.51463566e-01  1.02412259e+00  2.08943900e+00 
 4.51484719e-01  1.06182574e+00  2.08603866e+00 
 4.51507447e-01  1.12147419e+00  2.08552458e+00 
 4.51524750e-01  1.03566834e+00  2.08793419e+00 
 4.51541999e-01  9.51726026e-01  2.08791680e+00 
 4.51551975e-01  1.03689022e+00  2.08583648e+00 
 4.51562381e-01  1.09207576e+00  2.08371013e+00 
 4.51570630e-01  1.04590340e+00  2.08286506e+00 
 4.51578665e-01  1.00093695e+00  2.08219186e+00 
 4.51589512e-01  9.74751236e-01  2.08033878e+00 
 4.51599335e-01  9.55426607e-01  2.07740110e+00 
 4.51606738e-01  1.04835708e+00  2.07477472e+00 
 4.51613769e-01  1.14668607e+00  2.07294863e+00 
 4.51621661e-01  1.23115803e+00  2.07287892e+00 
 4.51629001e-01  1.21933544e+00  2.07494671e+00 
 4.51636199e-01  1.20774098e+00  2.07874410e+00 
 4.51648337e-01  1.16097790e+00  2.08758777e+00 
 4.51666829e-01  1.05734848e+00  2.10121687e+00 
 4.51686653e-01  1.00520706e+00  2.10894483e+00 
 4.51722850e-01  8.83485298e-01  2.10029443e+00 
 4.51745530e-01  9.21460762e-01  2.08401409e+00 
 4.51761084e-01  9.09932729e-01  2.07096315e+00 
 4.51771245e-01  1.10274773e+00  2.06312341e+00 
 4.51781161e-01  1.25669733e+00  2.05842591e+00 
 4.51787326e-01  1.19201864e+00  2.05765363e+00 
 4.51793777e-01  1.12433756e+00  2.05850468e+00 
 4.51804957e-01  1.03072383e+00  2.06206839e+00 
 4.51823576e-01  9.64220664e-01  2.06713815e+00 
 4.51835957e-01  1.03153313e+00  2.06846773e+00 
 4.51847945e-01  1.05302637e+00  2.06978600e+00 
 4.51859400e-01  1.05231905e+00  2.07207219e+00 
 4.51869267e-01  9.47190726e-01  2.07403340e+00 
 4.51878452e-01  8.43031278e-01  2.07432646e+00 
 4.51884815e-01  8.74486964e-01  2.07324837e+00 
 4.51891606e-01  9.43606822e-01  2.07116606e+00 
 4.51901086e-01  1.02528877e+00  2.06805868e+00 
 4.51909494e-01  9.96198593e-01  2.06602329e+00 
 4.51917475e-01  9.68585372e-01  2.06465657e+00 
 4.51926506e-01  1.01073241e+00  2.06337488e+00 
 4.51935713e-01  1.08274721e+00  2.06314131e+00 
 4.51945974e-01  1.08002586e+00  2.06515648e+00 
 4.51955757e-01  1.02065463e+00  2.06867033e+00 
 4.51966154e-01  9.96778467e-01  2.07224086e+00 
 4.51980069e-01  1.00134331e+00  2.07545126e+00 
 4.51994094e-01  1.07477089e+00  2.07817707e+00 
 4.52007465e-01  1.09531749e+00  2.08257672e+00 
 4.52023567e-01  1.06200876e+00  2.09011883e+00 
 4.52040949e-01  9.94853488e-01  2.09700071e+00 
 4.52056312e-01  1.09268943e+00  2.10080485e+00 
 4.52070940e-01  1.09905561e+00  2.10500808e+00 
 4.52091789e-01  1.05959821e+00  2.11228608e+00 
 4.52112727e-01  1.02919773e+00  2.11676760e+00 
 4.52149022e-01  9.42190889e-01  2.11095144e+00 
 4.52172943e-01  9.96578593e-01  2.09990950e+00 
 4.52198916e-01  9.56289044e-01  2.08722093e+00 
 4.52250861e-01  9.61567489e-01  2.06560934e+00 
 4.52289870e-01  9.73044611e-01  2.05615295e+00 
 4.52349562e-01  9.81940236e-01  2.05744422e+00 
 4.52449562e-01  1.06541920e+00  2.09086842e+00 
 4.52549562e-01  1.01072900e+00  2.12014264e+00 
 4.52624309e-01  1.10231064e+00  2.12587763e+00 
 4.52702283e-01  9.27382276e-01  2.11853635e+00 
 4.52783293e-01  9.80747257e-01  2.08547193e+00 
 4.52883293e-01  7.86042527e-01  2.02876911e+00 
 4.52983293e-01  9.84922825e-01  2.00782203e+00 
 4.53074718e-01  1.02259998e+00  2.06542753e+00 
 4.53128162e-01  1.10204463e+00  2.11833591e+00 
 4.53170641e-01  8.85325741e-01  2.14238334e+00 
 4.53213931e-01  9.55679961e-01  2.13665248e+00 
 4.53269972e-01  8.86388662e-01  2.10388005e+00 
 4.53332234e-01  1.05813443e+00  2.08504324e+00 
 4.53393652e-01  9.88347896e-01  2.10278468e+00 
 4.53469770e-01  1.03484932e+00  2.12441255e+00 
 4.53550161e-01  9.50478530e-01  2.11704301e+00 
 4.53650161e-01  1.02401899e+00  2.09759241e+00 
 4.53750161e-01  9.81106797e-01  2.09373206e+00 
 4.53834777e-01  8.95381660e-01  2.07452884e+00 
 4.53917781e-01  9.16192504e-01  2.04092664e+00 
 4.53986075e-01  8.99732661e-01  2.03426697e+00 
 4.54086075e-01  9.56657176e-01  2.05573721e+00 
 4.54186075e-01  8.89964974e-01  2.07512549e+00 
 4.54286075e-01  9.50514910e-01  2.07880957e+00 
 4.54386075e-01  1.04066575e+00  2.11321970e+00 
 4.54475978e-01  1.00886796e+00  2.14981727e+00 
 4.54575978e-01  9.99320631e-01  2.13975397e+00 
 4.54675978e-01  8.07872489e-01  2.08112807e+00 
 4.54762715e-01  9.30080329e-01  2.03119016e+00 
 4.54838218e-01  8.86495799e-01  2.03108803e+00 
 4.54938218e-01  1.08071805e+00  2.08569457e+00 
 4.55038218e-01  1.01191920e+00  2.14780004e+00 
 4.55094635e-01  9.18093099e-01  2.14688870e+00 
 4.55155295e-01  9.25729162e-01  2.10930355e+00 
 4.55212790e-01  9.29625583e-01  2.07752366e+00 
 4.55277540e-01  9.66597297e-01  2.06817078e+00 
 4.55345370e-01  9.12685937e-01  2.07195327e+00 
 4.55429990e-01  9.34239725e-01  2.06800823e+00 
 4.55529990e-01  9.84181953e-01  2.07891623e+00 
 4.55626802e-01  9.19179002e-01  2.09076857e+00 
 4.55726802e-01  9.80440323e-01  2.08391091e+00 
 4.55826802e-01  8.92882303e-01  2.07591163e+00 
 4.55926802e-01  9.62130242e-01  2.06769136e+00 
 4.56026802e-01  8.22640295e-01  2.05471988e+00 
 4.56126802e-01  8.23574438e-01  2.02275994e+00 
 4.56183854e-01  9.65412021e-01  2.02633399e+00 
 4.56240652e-01  1.11410243e+00  2.08257192e+00 
 4.56288144e-01  9.78817642e-01  2.13962888e+00 
 4.56332696e-01  9.20475693e-01  2.15899794e+00 
 4.56384633e-01  9.16473784e-01  2.14070343e+00 
 4.56444064e-01  9.65317378e-01  2.11464890e+00 
 4.56503709e-01  1.03169302e+00  2.11625988e+00 
 4.56582558e-01  9.98347071e-01  2.13735832e+00 
 4.56656208e-01  8.80986363e-01  2.12180790e+00 
 4.56728129e-01  8.92957880e-01  2.07521931e+00 
 4.56796358e-01  8.18754319e-01  2.03664085e+00 
 4.56860929e-01  9.80719518e-01  2.03138211e+00 
 4.56924553e-01  7.62617635e-01  2.04625493e+00 
 4.56985434e-01  8.89672125e-01  2.04507855e+00 
 4.57047832e-01  8.39390021e-01  2.04245567e+00 
 4.57123196e-01  1.05642170e+00  2.07576601e+00 
 4.57223196e-01  9.58062122e-01  2.14342107e+00 
 4.57286771e-01  8.73415852e-01  2.14448641e+00 
 4.57349648e-01  9.65266900e-01  2.11470311e+00 
 4.57420264e-01  8.88889260e-01  2.09787848e+00 
 4.57493042e-01  8.30780919e-01  2.07427774e+00 
 4.57566449e-01  8.25848088e-01  2.04033688e+00 
 4.57639083e-01  9.18003484e-01  2.04198897e+00 
 4.57707992e-01  9.13330167e-01  2.07629868e+00 
 4.57795561e-01  9.17002555e-01  2.10456044e+00 
 4.57878878e-01  1.07135340e+00  2.13258644e+00 
 4.57973658e-01  8.72678726e-01  2.16051084e+00 
 4.58061676e-01  8.07392534e-01  2.11596586e+00 
 4.58120347e-01  9.37985822e-01  2.07448038e+00 
 4.58174973e-01  9.10275365e-01  2.07355975e+00 
 4.58221576e-01  8.23064451e-01  2.07829044e+00 
 4.58263917e-01  9.00820100e-01  2.07155029e+00 
 4.58315496e-01  8.35214803e-01  2.06574465e+00 
 4.58415496e-01  8.17579954e-01  2.04931750e+00 
 4.58476324e-01  1.07034285e+00  2.06422483e+00 
 4.58534223e-01  9.12614276e-01  2.11025916e+00 
 4.58585035e-01  9.57406679e-01  2.13464838e+00 
 4.58647909e-01  9.15106384e-01  2.13531285e+00 
 4.58726790e-01  8.82696541e-01  2.11288043e+00 
 4.58826790e-01  7.93499301e-01  2.06209321e+00 
 4.58902677e-01  8.68869522e-01  2.03920116e+00 
 4.58987216e-01  8.27940951e-01  2.04940611e+00 
 4.59087216e-01  8.25919142e-01  2.05902871e+00 
 4.59187216e-01  8.48226830e-01  2.06384616e+00 
 4.59287216e-01  9.25981473e-01  2.09642732e+00 
 4.59387216e-01  1.04094645e+00  2.15722515e+00 
 4.59487216e-01  9.74820020e-01  2.19463624e+00 
 4.59587216e-01  9.75735265e-01  2.16845528e+00 
 4.59687216e-01  1.00589658e+00  2.13150654e+00 
 4.59787216e-01  1.05793007e+00  2.13119279e+00 
 4.59887216e-01  9.87813038e-01  2.12590371e+00 
 4.59987216e-01  8.82023872e-01  2.07220057e+00 
 4.60057317e-01  8.91493160e-01  2.02466746e+00 
 4.60133639e-01  9.62405150e-01  2.01671195e+00 
 4.60206301e-01  1.07572464e+00  2.06351168e+00 
 4.60274139e-01  1.00600785e+00  2.11081402e+00 
 4.60343675e-01  9.32820795e-01  2.10784634e+00 
 4.60410430e-01  9.69424075e-01  2.07499619e+00 
 4.60486556e-01  1.03219570e+00  2.06930011e+00 
 4.60556081e-01  1.03784702e+00  2.09140300e+00 
 4.60656081e-01  1.02173279e+00  2.10244969e+00 
 4.60756081e-01  9.37202799e-01  2.07149137e+00 
 4.60838091e-01  1.02824885e+00  2.05073642e+00 
 4.60929417e-01  1.00391529e+00  2.06522936e+00 
 4.61029417e-01  1.15404422e+00  2.10600961e+00 
 4.61118447e-01  9.73146573e-01  2.12575861e+00 
 4.61204939e-01  1.02923967e+00  2.09804573e+00 
 4.61304939e-01  9.73174269e-01  2.05691448e+00 
 4.61404939e-01  1.02262584e+00  2.04783363e+00 
 4.61504939e-01  9.25484835e-01  2.04419926e+00 
 4.61604939e-01  9.96437154e-01  2.03800129e+00 
 4.61704939e-01  1.06306197e+00  2.07071341e+00 
 4.61804939e-01  1.02496881e+00  2.10649778e+00 
 4.61904939e-01  1.29891316e+00  2.14813136e+00 
 4.61941641e-01  1.35545216e+00  2.18553312e+00 
 4.61965818e-01  1.40320307e+00  2.21661615e+00 
 4.61979389e-01  1.23933985e+00  2.23258518e+00 
 4.61987428e-01  1.33060901e+00  2.23988354e+00 
 4.61992074e-01  1.39231460e+00  2.24268453e+00 
 4.61994795e-01  1.42844497e+00  2.24219382e+00 
 4.61994880e-01  1.42957405e+00  2.24186476e+00 
 4.61994901e-01  1.42985632e+00  2.24176973e+00 
 4.61994944e-01  1.43042085e+00  2.24154293e+00 
 4.61994954e-01  1.43056199e+00  2.24147013e+00 
 4.61994976e-01  1.43084426e+00  2.24130592e+00 
 4.61995018e-01  1.43140879e+00  2.24076011e+00 
 4.61995027e-01  1.43153050e+00  2.24056491e+00 
 4.61995046e-01  1.43177391e+00  2.24002227e+00 
 4.61995050e-01  1.43183476e+00  2.23981038e+00 
 4.61995059e-01  1.43195647e+00  2.23926349e+00 
 4.61995062e-01  1.43198689e+00  2.23906865e+00 
